Title,Takeaway,Authors,Year,Citations,Abstract,Study Type,Journal,Journal SJR Quartile,DOI,Consensus Link
Tight Bounds for Machine Unlearning via Differential Privacy,"Differentially private machine unlearning algorithms can effectively delete data points without impacting accuracy, achieving the ""right to be forgotten"".","Yiyang Huang, C. Canonne",2023,20,"We consider the formulation of ``machine unlearning'' of Sekhari, Acharya, Kamath, and Suresh (NeurIPS 2021), which formalizes the so-called ``""right to be forgotten"" by requiring that a trained model, upon request, should be able to 'unlearn' a number of points from the training data, as if they had never been included in the first place. Sekhari et al. established some positive and negative results about the number of data points that can be successfully unlearnt by a trained model without impacting the model's accuracy (the ``""deletion capacity""), showing that machine unlearning could be achieved by using differentially private (DP) algorithms. However, their results left open a gap between upper and lower bounds on the deletion capacity of these algorithms: our work fully closes this gap, obtaining tight bounds on the deletion capacity achievable by DP-based machine unlearning algorithms.",,ArXiv,2.0,10.48550/arxiv.2309.00886,https://consensus.app/papers/tight-bounds-for-machine-unlearning-via-differential-huang-canonne/2d4a929a5ef452ca8f57cbbdacb9e636/
Certifying the Right to Be Forgotten: Primal–Dual Optimization for Sample and Label Unlearning in Vertical Federated Learning,"FedORA effectively unlearns sensitive data in vertical federated learning, preserving privacy and utility while reducing computational and communication overhead compared to Train-from-scratch.","Yu Jiang, Xindi Tong, Ziyao Liu, Xiaoxi Zhang, Kwok-Yan Lam, C. Tan",2025,1,"Federated unlearning has become an attractive approach to address privacy concerns in collaborative machine learning, for situations when sensitive data is remembered by AI models during the machine learning process. It enables the removal of specific data influences from trained models, aligning with the growing emphasis on the “right to be forgotten.” While extensively studied in horizontal federated learning, unlearning in vertical federated learning (VFL) remains challenging due to the distributed feature architecture. VFL unlearning includes sample unlearning that removes specific data points’ influence and label unlearning that removes entire classes. Since different parties hold complementary features of the same samples, unlearning tasks require cross-party coordination, creating computational overhead and complexities from feature interdependencies.To address such challenges, we propose FedORA (Federated Optimization for data Removal via primal-dual Algorithm), designed for sample and label unlearning in VFL. FedORA formulates the removal of certain samples or labels as a constrained optimization problem solved using a primal-dual framework. Our approach introduces a new unlearning loss function that promotes classification uncertainty rather than misclassification. An adaptive step size enhances stability, while an asymmetric batch design, considering the prior influence of the remaining data on the model, handles unlearning and retained data differently to efficiently reduce computational costs. We provide theoretical analysis proving that the model difference between FedORA and Train-from-scratch is bounded, establishing guarantees for unlearning effectiveness. Experiments on tabular and image datasets demonstrate that FedORA achieves unlearning effectiveness and utility preservation comparable to Train-from-scratch with reduced computation and communication overhead.",,IEEE Transactions on Information Forensics and Security,1.0,10.1109/tifs.2025.3636788,https://consensus.app/papers/certifying-the-right-to-be-forgotten-primaldual-jiang-tong/69cd6e188f85588989a412b8b519dfc2/
MUSO: achieving exact machine unlearning in over-parameterized regimes,"Over-parameterized linear models can achieve exact machine unlearning through relabeling specific data, with an alternating optimization algorithm providing superior performance compared to current state-of-the-art methods.","Ruikai Yang, M. He, Zhengbao He, Youmei Qiu, Xiaolin Huang",2024,3,"Machine unlearning (MU) is to make a well-trained model behave as if it had never been trained on specific data. In today’s over-parameterized models, dominated by neural networks, a common approach is to manually relabel data and fine-tune the well-trained model. It can approximate the MU model in the output space, but the question remains whether it can achieve exact MU, i.e., in the parameter space. We answer this question by employing random feature techniques to construct an analytical framework. Under the premise of model optimization via stochastic gradient descent, we theoretically demonstrated that over-parameterized linear models can achieve exact MU through relabeling specific data. We also extend this work to real-world nonlinear networks and propose an alternating optimization algorithm that unifies the tasks of unlearning and relabeling. The algorithm’s effectiveness, confirmed through numerical experiments, highlights its superior performance in unlearning across various scenarios compared to current state-of-the-art methods, particularly excelling over similar relabeling-based MU approaches.",,Machine Learning,1.0,10.1007/s10994-025-06806-0,https://consensus.app/papers/muso-achieving-exact-machine-unlearning-in-yang-he/4ad721be22135668bd75c2cad5a7e4c0/
Hier-FUN: Hierarchical Federated Learning and Unlearning in Heterogeneous Edge Computing,"Hier-FUN, a hierarchical federated learning and unlearning framework, improves test accuracy by 3.19% during learning and achieves a $6.8-times speedup during unlearning compared to baseline methods.","Zhenguo Ma, Huaqing Tu, Li Zhou, Pengli Ji, Xiaoran Yan, Hong-Ze Xu, Zhiyuan Wang, Suo Chen",2025,8,"Federated learning (FL) has emerged as a pivotal paradigm for distributed model training in edge computing (EC), enabling cooperation among numerous Internet of Things devices while safeguarding their data privacy. Despite its successes in machine learning, concerns regarding data security and model fidelity necessitate the efficient unlearning of target device, i.e., federated unlearning (FUN). However, due to resource constraints, device heterogeneity, and non-independent and identically distributed (Non-IID) data, securely eliminating a device’s impact without retraining the model from scratch presents a complex challenge. In response to these challenges, we propose a hierarchical FUN framework, called Hier-FUN. Hier-FUN organizes edge devices into K clusters, each managed by a head device responsible for aggregating local models within the cluster. To expedite both the learning and unlearning processes of Hier-FUN, we design a heuristic algorithm to determine an appropriate value for K based on devices’ data distributions and available resources. In addition, Hier-FUN denies the communication between the server and cluster heads during training, which can constrain the influence sphere of target device and accelerate the unlearning process. We conduct extensive experiments using real-world datasets, and the experimental results illustrate that Hier-FUN can improve test accuracy by 3.19% during the learning phase and achieve a $6.8\times $ speedup during unlearning compared with the baseline methods.",,IEEE Internet of Things Journal,1.0,10.1109/jiot.2024.3502666,https://consensus.app/papers/hierfun-hierarchical-federated-learning-and-unlearning-ma-tu/2352c3492c355b8cb9ed345dd1037799/
Unlearning Comparator: A Visual Analytics System for Comparative Evaluation of Machine Unlearning Methods,"The Unlearning Comparator system helps researchers compare machine unlearning methods and gain insights for improving their accuracy, efficiency, and privacy.","Jaeung Lee, Suhyeon Yu, Y. Jang, S. S. Woo, Jaemin Jo",2025,3,"Machine Unlearning (MU) aims to remove target training data from a trained model so that the removed data no longer influences the model's behavior, fulfilling ""right to be forgotten"" obligations under data privacy laws. Yet, we observe that researchers in this rapidly emerging field face challenges in analyzing and understanding the behavior of different MU methods, especially in terms of three fundamental principles in MU: accuracy, efficiency, and privacy. Consequently, they often rely on aggregate metrics and ad-hoc evaluations, making it difficult to accurately assess the trade-offs between methods. To fill this gap, we introduce a visual analytics system, Unlearning Comparator, designed to facilitate the systematic evaluation of MU methods. Our system supports two important tasks in the evaluation process: model comparison and attack simulation. First, it allows the user to compare the behaviors of two models, such as a model generated by a certain method and a retrained baseline, at class-, instance-, and layer-levels to better understand the changes made after unlearning. Second, our system simulates membership inference attacks (MIAs) to evaluate the privacy of a method, where an attacker attempts to determine whether specific data samples were part of the original training set. We evaluate our system through a case study visually analyzing prominent MU methods and demonstrate that it helps the user not only understand model behaviors but also gain insights that can inform the improvement of MU methods.",,IEEE Transactions on Visualization and Computer Graphics,1.0,10.1109/tvcg.2026.3658325,https://consensus.app/papers/unlearning-comparator-a-visual-analytics-system-for-lee-yu/1e62dc8fe3ba5626bda71264ed7a4e05/
"Synergizing Intelligence and Privacy: A Review of Integrating Internet of Things, Large Language Models, and Federated Learning in Advanced Networked Systems",,"Hongming Yang, Hao Liu, Xin Yuan, Kai Wu, W. Ni, J. A. Zhang, Ren-ping Liu",2025,4,"Bringing together the Internet of Things (IoT), LLMs, and Federated Learning (FL) offers exciting possibilities, creating a synergy to build smarter, privacy-preserving distributed systems. This review explores the merging of these technologies, particularly within edge computing environments. We examine current architectures and practical methods enabling this fusion, such as efficient low-rank adaptation (LoRA) for fine-tuning large models and memory-efficient Split Federated Learning (SFL) for collaborative edge training. However, this integration faces significant hurdles: the resource limitations of IoT devices, unreliable network communication, data heterogeneity, diverse security threats, fairness considerations, and regulatory demands. While other surveys cover pairwise combinations, this review distinctively analyzes the three-way synergy, highlighting how IoT, LLMs, and FL working in concert unlock capabilities unattainable otherwise. Our analysis compares various strategies proposed to tackle these issues (e.g., federated vs. centralized, SFL vs. standard FL, DP vs. cryptographic privacy), outlining their practical trade-offs. We showcase real-world progress and potential applications in domains like Industrial IoT and smart cities, considering both opportunities and limitations. Finally, this review identifies critical open questions and promising future research paths, including ultra-lightweight models, robust algorithms for heterogeneity, machine unlearning, standardized benchmarks, novel FL paradigms, and next-generation security. Addressing these areas is essential for responsibly harnessing this powerful technological blend.",,Applied Sciences,2.0,10.3390/app15126587,https://consensus.app/papers/synergizing-intelligence-and-privacy-a-review-of-yang-liu/244987acdecc5440a2a579186e41b3df/
Label‐only membership inference attacks on machine unlearning without dependence of posteriors,"Our label-only membership inference attack scheme effectively infers machine unlearning data items without relying on posteriors, achieving high accuracy in label-only settings.","Zhaobo Lu, Hai Liang, Minghao Zhao, Qingzhe Lv, Tiancai Liang, Yilei Wang",2022,30,"Machine unlearning is the process through which a deployed machine learning model is enforced to forget about some of its training data items. It normally generates two machine learning models, the original model and the unlearned model, indicating training results before and after data items are deleted. However, recent studies find that machine unlearning is vulnerable to membership inference attacks—as the directivity of training and nontraining data (i.e., data items in the training set have high posterior probabilities), the attackers can utilize this property to infer whether an item has been used for original model training. Nevertheless, such attacks are incapable in label‐only settings, in which the attackers are infeasible to get the posteriors. In this paper, we propose a new label‐only membership inference attack scheme targeted at machine unlearning to eliminate the dependence on posteriors. Our heuristic is that injected turbulence on candidate samples will present different behaviors for training and nontraining data. Thus, in our scheme, the attacker iteratively query on the original/unlearned models and inject turbulence to change their predicting labels; it determines whether an item is having‐been‐delated by observing the disturbance amplitude. Extensive experiments (i.e., on MNIST, CIFAR10, CIFAR100, and STL10 data sets) show that our method achieves high inference accuracy (measured by AUC) in label‐only settings, for example, AUC = 0.96 for MNIST data set. Besides, we analyze the existing countermeasures in mitigating inference attacks and find that our scheme can bypass most of them.",,International Journal of Intelligent Systems,1.0,10.1002/int.23000,https://consensus.app/papers/labelonly-membership-inference-attacks-on-machine-lu-liang/9687355a44345dc18d8b3731c046d358/
Get Rid of Your Trail: Remotely Erasing Backdoors in Federated Learning,"This paper proposes a method for adversaries in federated learning to effectively remove backdoors from the centralized model using machine unlearning, making them stealthy while removing them.","Manaar Alam, Hithem Lamri, Michail Maniatakos",2023,28,"Federated learning (FL) enables collaborative learning across multiple participants without exposing sensitive personal data. However, the distributed nature of FL and unvetted participants’ data makes it vulnerable to backdoor attacks. In these attacks, adversaries selectively inject malicious functionality into the centralized model during training, leading to intentional misclassifications for specific adversary-chosen inputs. While previous research has demonstrated successful injections of persistent backdoors in FL, the persistence also poses a challenge, as their existence in the centralized model can prompt the central aggregation server to take preventive measures for penalizing the adversaries. Therefore, this article proposes a method that enables adversaries to effectively remove backdoors from the centralized model upon achieving their objectives or upon suspicion of possible detection. The proposed approach extends the concept of machine unlearning and presents strategies to preserve the performance of the centralized model and simultaneously prevent over-unlearning of information unrelated to backdoor patterns, making adversaries stealthy while removing backdoors. To the best of our knowledge, this is the first work exploring machine unlearning in FL to remove backdoors to the benefit of adversaries. Exhaustive evaluation considering various image classification scenarios demonstrates the efficacy of the proposed method for efficient backdoor removal from the centralized model, injected by state-of-the-art attacks across multiple configurations.",,IEEE Transactions on Artificial Intelligence,1.0,10.1109/tai.2024.3465441,https://consensus.app/papers/get-rid-of-your-trail-remotely-erasing-backdoors-in-alam-lamri/0d1302b5719e546a98e5bc39e9584a0a/
Game-Theoretic Machine Unlearning: Mitigating Extra Privacy Leakage,The game-theoretic machine unlearning algorithm effectively reduces privacy leakage risks while maintaining model performance similar to retrained models.,"Hengzhu Liu, Tianqing Zhu, Lefeng Zhang, Ping Xiong",2024,0,"With the extensive use of machine learning technologies, data providers encounter increasing privacy risks. Recent legislation, such as GDPR, obligates organizations to remove requested data and its influence from a trained model. Machine unlearning is an emerging technique designed to enable machine learning models to erase users’ private information. Although several efficient machine unlearning schemes have been proposed, these methods still have limitations. First, removing the contributions of partial data may lead to model performance degradation. Second, discrepancies between the original and generated unlearned models can be exploited by attackers to obtain target sample’s information, resulting in additional privacy leakage risks. To address above challenges, we proposed a game-theoretic machine unlearning algorithm that simulates the competitive relationship between unlearning performance and privacy protection. This algorithm comprises unlearning and privacy modules. The unlearning module possesses a loss function composed of model distance and classification error, which is used to derive the optimal strategy. The privacy module aims to make it difficult for an attacker to infer membership information from the unlearned data, thereby reducing the privacy leakage risk during the unlearning process. Additionally, the experimental results on real-world datasets demonstrate that this game-theoretic unlearning algorithm’s effectiveness and its ability to generate an unlearned model with a performance similar to that of the retrained one while mitigating extra privacy leakage risks.",,IEEE Transactions on Information Forensics and Security,1.0,10.1109/tifs.2025.3623364,https://consensus.app/papers/gametheoretic-machine-unlearning-mitigating-extra-liu-zhu/85d032ac26f75c348008d39426242f54/
Scrub-and-Learn: Category-Aware Weight Modification for Machine Unlearning,Scrub-and-Learn effectively eliminates targeted categories in machine learning tasks while preserving retained classes' performance within a 4% deviation from the original model.,"Jiali Wang, Hongxia Bie, Zhao Jing, Yichen Zhi",2025,4,"(1) Background: Machine unlearning plays a crucial role in privacy protection and model optimization, particularly in forgetting entire categories of data in classification tasks. However, existing methods often struggle with high computational costs, such as estimating the inverse Hessian, or require access to the original training data, limiting their practicality. (2) Methods: In this work, we introduce Scrub-and-Learn, which is a category-aware weight modification framework designed to remove class-level knowledge efficiently. By modeling unlearning as a continual learning task, our method leverages re-encoded labels of samples from the target category to guide weight updates, effectively scrubbing unwanted knowledge while preserving the rest of the model’s capacity. (3) Results and Conclusions: Experimental results on multiple benchmarks demonstrate that our method effectively eliminates targeted categories—achieving a recognition rate below 5%—while preserving the performance of retained classes within a 4% deviation from the original model.",,AI,,10.3390/ai6060108,https://consensus.app/papers/scrubandlearn-categoryaware-weight-modification-for-wang-bie/2868ce6ae2bd5dea8d92854fffff2e57/
Ten Challenging Problems in Federated Foundation Models,"Federated Foundation Models face ten key challenges in foundational theory, data privacy, heterogeneity, security, and efficiency, requiring further research to overcome these obstacles for robust, efficient, and privacy-preserving applications.","Tao Fan, Hanlin Gu, Xuemei Cao, Chee Seng Chan, Qian Chen, Yiqiang Chen, Yihui Feng, Yang Gu, Jiaxiang Geng, Bing Luo, Shuoling Liu, W. Ong, Chao Ren, Jiaqi Shao, Chuan Sun, Xiaoli Tang, Hong Xi Tae, Yongxin Tong, Shuyue Wei, Fan Wu, Wei Xi, Mingcong Xu, He Yang, Xin Yang, Jiangpeng Yan, Hao Yu, Han Yu, Teng Zhang, Yifei Zhang, Xiaojin Zhang, Zhenzhe Zheng, Lixin Fan, Qiang Yang",2025,46,"Federated Foundation Models (FedFMs) represent a distributed learning paradigm that fuses general competences of foundation models as well as privacy-preserving capabilities of federated learning. This combination allows the large foundation models and the small local domain models at the remote clients to learn from each other in a teacher-student learning setting. This paper provides a comprehensive summary of the ten challenging problems inherent in FedFMs, encompassing foundational theory, utilization of private data, continual learning, unlearning, Non-IID and graph data, bidirectional knowledge transfer, incentive mechanism design, game mechanism design, model watermarking, and efficiency. The ten challenging problems manifest in five pivotal aspects: “Foundational Theory,” which aims to establish a coherent and unifying theoretical framework for FedFMs. “Data,” addressing the difficulties in leveraging domain-specific knowledge from private data while maintaining privacy; “Heterogeneity,” examining variations in data, model, and computational resources across clients; “Security and Privacy,” focusing on defenses against malicious attacks and model theft; and “Efficiency,” highlighting the need for improvements in training, communication, and parameter efficiency. For each problem, we offer a clear mathematical definition on the objective function, analyze existing methods, and discuss the key challenges and potential solutions. This in-depth exploration aims to advance the theoretical foundations of FedFMs, guide practical implementations, and inspire future research to overcome these obstacles, thereby enabling the robust, efficient, and privacy-preserving FedFMs in various real-world applications.",,IEEE Transactions on Knowledge and Data Engineering,1.0,10.1109/tkde.2025.3555328,https://consensus.app/papers/ten-challenging-problems-in-federated-foundation-models-fan-gu/213a6fb012675d60a5624efef5d31530/
CRFU: Compressive Representation Forgetting Against Privacy Leakage on Machine Unlearning,"CRFU effectively defends against privacy leakage attacks on machine unlearning, achieving a defense effect improvement of 200% with only 1.5% accuracy degradation on MNIST.","Weiqi Wang, Chenhan Zhang, Zhiyi Tian, Shushu Liu, Shui Yu",2025,4,"Machine unlearning allows data owners to erase the impact of their specified data from trained models. Unfortunately, recent studies have shown that adversaries can recover the erased data, posing serious threats to user privacy. An effective unlearning method removes the information of the specified data from the trained model, resulting in different outputs for the same input before and after unlearning. Adversaries can exploit these output differences to conduct privacy leakage attacks, such as reconstruction and membership inference attacks. However, directly applying traditional defenses to unlearning leads to significant model utility degradation. In this article, we introduce a Compressive Representation Forgetting Unlearning scheme (CRFU), designed to safeguard against privacy leakage on unlearning. CRFU achieves data erasure by minimizing the mutual information between the trained compressive representation (learned through information bottleneck theory) and the erased data, thereby maximizing the distortion of data. This ensures that the model's output contains less information that adversaries can exploit. Furthermore, we introduce a remembering constraint and an unlearning rate to balance the forgetting of erased data with the preservation of previously learned knowledge, thereby reducing accuracy degradation. Theoretical analysis demonstrates that CRFU can effectively defend against privacy leakage attacks. Our experimental results show that CRFU significantly increases the reconstruction mean square error (MSE), achieving a defense effect improvement of approximately 200% against privacy reconstruction attacks with only 1.5% accuracy degradation on MNIST.",,IEEE Transactions on Dependable and Secure Computing,1.0,10.1109/tdsc.2025.3542092,https://consensus.app/papers/crfu-compressive-representation-forgetting-against-wang-zhang/9de18d4f90275cc7991f79504dca43f2/
Towards efficient and effective unlearning of large language models for recommendation,"E2URec efficiently unlearns large language models for recommendation by updating lightweight LoRA modules, outperforming state-of-the-art methods on real-world datasets.","Hangyu Wang, Jianghao Lin, Bo Chen, Yang Yang, Ruiming Tang, Weinan Zhang, Yong Yu",2024,24,"In this letter, we propose E2URec, the efficient and effective unlearning method for LLMRec. Our method enables LLMRec to efficiently forget the specific data by only updating the lightweight LoRA modules. Besides, to enhance the effectiveness, our method develop two teacher models to instruct the unlearned model to forget information without harming the recommendation performance. Extensive experiments show that E2URec outperforms state-of-the-art baselines on two real-world datasets.",,Frontiers of Computer Science,1.0,10.1007/s11704-024-40044-2,https://consensus.app/papers/towards-efficient-and-effective-unlearning-of-large-wang-lin/6e8a0c8bd46e57b58471290e695a09e7/
SMS: Self-Supervised Model Seeding for Verification of Machine Unlearning,"Self-supervised Model Seeding (SMS) effectively provides verification for genuine sample unlearning in machine learning, addressing limitations of existing solutions.","Weiqi Wang, Chenhan Zhang, Zhiyi Tian, Shui Yu",2025,1,"Many machine unlearning methods have been proposed recently to uphold users’ right to be forgotten. However, offering users verification of their data removal post-unlearning is an important yet under-explored problem. Current verifications typically rely on backdooring, i.e., adding backdoored samples to influence model performance. Nevertheless, the backdoor methods can merely establish a connection between backdoored samples and models but fail to connect the backdoor with genuine samples. Thus, the backdoor removal can only confirm the unlearning of backdoored samples, not users’ genuine samples, as genuine samples are independent of backdoored ones. In this paper, we propose a Self-supervised Model Seeding (SMS) scheme to provide unlearning verification for genuine samples. Unlike backdooring, SMS links user-specific seeds (such as users’ unique indices), original samples, and models, thereby facilitating the verification of unlearning genuine samples. However, implementing SMS for unlearning verification presents two significant challenges. First, embedding the seeds into the service model while keeping them secret from the server requires a sophisticated approach. We address this by employing a self-supervised model seeding task, which learns the entire sample, including the seeds, into the model’s latent space. Second, maintaining the utility of the original service model while ensuring the seeding effect requires a delicate balance. We design a joint-training structure that optimizes both the self-supervised model seeding task and the primary service task simultaneously on the model, thereby maintaining model utility while achieving effective model seeding. The effectiveness of the proposed SMS scheme is evaluated through extensive experiments on three representative datasets, utilizing various model architectures and exact and approximate unlearning benchmarks. The results demonstrate that SMS provides effective verification for genuine sample unlearning, effectively addressing the limitations of existing solutions.",,IEEE Transactions on Dependable and Secure Computing,1.0,10.1109/tdsc.2025.3615615,https://consensus.app/papers/sms-selfsupervised-model-seeding-for-verification-of-wang-zhang/bf9a38d3346d55ebb6c2b5bb32f5b845/
